TIMESTAMP,TRACKED_PERSONS_COUNT,PLAYER_COUNT,LANE_1_ACTIVE,LANE_1_LEFT_HAND_X,LANE_1_LEFT_HAND_Y,LANE_1_RIGHT_HAND_X,LANE_1_RIGHT_HAND_Y,LANE_2_ACTIVE,LANE_2_LEFT_HAND_X,LANE_2_LEFT_HAND_Y,LANE_2_RIGHT_HAND_X,LANE_2_RIGHT_HAND_Y,LANE_3_ACTIVE,LANE_3_LEFT_HAND_X,LANE_3_LEFT_HAND_Y,LANE_3_RIGHT_HAND_X,LANE_3_RIGHT_HAND_Y,LANE_4_ACTIVE,LANE_4_LEFT_HAND_X,LANE_4_LEFT_HAND_Y,LANE_4_RIGHT_HAND_X,LANE_4_RIGHT_HAND_Y
1579529039767,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039771,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039774,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039777,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039779,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039782,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039783,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039785,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039786,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039789,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039792,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039796,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039800,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039803,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039805,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039807,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039808,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039810,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039812,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039813,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039814,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039816,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039819,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039820,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039822,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039825,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039828,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039829,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039831,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039832,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039834,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039836,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039838,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039839,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039841,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039843,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039847,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039849,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039852,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039855,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039858,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039861,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039862,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039865,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039866,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039868,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039871,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039875,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039878,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039880,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039883,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039885,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039889,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039892,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039894,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039897,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039903,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039906,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039910,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039913,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039916,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039919,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039922,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039924,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039928,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039932,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039934,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039937,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039939,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039943,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039946,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039947,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039950,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039953,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039956,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039957,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039958,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039961,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039963,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039967,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039968,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039971,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039974,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039977,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039979,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039983,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039984,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039987,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039990,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039994,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039995,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039996,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039998,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529039999,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040002,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040005,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040009,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040011,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040013,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040016,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040020,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040023,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040025,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040026,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040028,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040031,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040033,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040034,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040036,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040038,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040039,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040042,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040044,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040047,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040050,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040053,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040056,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040059,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040061,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040063,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040065,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040068,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040069,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040071,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040074,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040077,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040080,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040083,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040086,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040089,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040092,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040095,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040098,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040102,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040103,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040105,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040106,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040108,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040111,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040113,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040115,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040117,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040117,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040120,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040122,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040124,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040125,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040127,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040130,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040134,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040136,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040140,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040143,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040147,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040148,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040150,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040152,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040155,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040155,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040158,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040160,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040162,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040165,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040166,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040168,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040169,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040171,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040174,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040177,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040179,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040182,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040186,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040189,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040191,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040194,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040196,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040197,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040199,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040200,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040202,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040203,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040205,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040206,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040208,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040210,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040212,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040213,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040215,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040217,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040218,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040220,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040222,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040230,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040233,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040234,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040236,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040240,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040242,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040244,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040247,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040250,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040253,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040256,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040259,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040261,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040263,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040266,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040271,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040273,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040277,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040280,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040284,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040287,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040290,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040292,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040295,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040298,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040301,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040304,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040306,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040307,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040310,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040312,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040313,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040316,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040318,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040320,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040321,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040323,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040325,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040327,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040328,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040329,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040331,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040332,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040334,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040338,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040341,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040344,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040346,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040350,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040353,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040356,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040359,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040361,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040363,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040364,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040367,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040369,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040372,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040373,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040375,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040376,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040378,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040380,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040382,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040383,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040386,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040387,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040391,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040393,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040396,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040397,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040400,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040402,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040406,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040407,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040410,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040412,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040415,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040418,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040422,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040424,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040427,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040431,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040434,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040437,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040439,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040442,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040445,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040449,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040450,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040453,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040456,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040459,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040461,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040463,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040465,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040468,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040473,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040475,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040479,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040481,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040485,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040488,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040491,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040494,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040496,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040500,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040502,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040505,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040508,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040511,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040514,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040517,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040520,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040523,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040526,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040528,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040529,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040531,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040535,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040537,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040541,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040543,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040547,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040550,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040553,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040557,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040560,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040563,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040565,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040568,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040570,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040572,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040573,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040575,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040577,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040579,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040582,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040585,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040587,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040591,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040594,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040597,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040601,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040606,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040609,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040612,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040615,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040619,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040622,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040624,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040627,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040631,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040634,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040637,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040640,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040643,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040646,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040649,0,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040652,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040655,1,0,false,,,,,false,,,,,false,,,,,false,,,,
1579529040657,1,0,false,,,,,false,,,,,false,,,,,false,,,,
